Serving HTTP on 0.0.0.0 port 8000 (http://0.0.0.0:8000/) ...
127.0.0.1 - - [14/Jul/2026 01:35:28] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:30] "GET /give.html?runner=nonexistent-person HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:30] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:30] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:30] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:30] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:30] "GET /js/give.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:30] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:30] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:30] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:31] "GET /give.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:31] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:31] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:31] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:31] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:31] "GET /js/give.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:31] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:31] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:31] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:32] "GET /give.html?runner=angus-anderson HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:32] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:32] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:32] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:32] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:32] "GET /js/give.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:32] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:32] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:33] "GET /tough-mudder.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:33] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:33] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:33] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:33] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:33] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:33] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:33] "GET /assets/diy-logo.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:33] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:33] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:36] "GET /donate.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:36] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:36] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:36] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:36] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:36] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:36] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:36] "GET /assets/diy-logo.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:36] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:36] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:37] "GET /donate.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:37] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:37] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:37] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:37] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:37] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:37] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:37] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:37] "GET /assets/diy-logo.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:38] "GET /tough-mudder.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:38] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:38] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:38] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:38] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:38] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:38] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:38] "GET /assets/diy-logo.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:38] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:38] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:40] "GET /give.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:40] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:40] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:40] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:40] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:40] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:40] "GET /js/give.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:40] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:40] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:42] "GET /media.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:42] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:42] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:42] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:42] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:42] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:42] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:42] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:42] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:42] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:42] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:42] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:42] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:42] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:42] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:43] "GET /assets/diy-logo.svg HTTP/1.1" 200 -
